intent,pattern,response_type,is_master,response
sop_user_acceptance_test,apa itu sop user acceptance test?|bagaimana prosedur sop user acceptance test?|apa syarat untuk sop user acceptance test?|dokumen apa yang dibutuhkan untuk sop user acceptance test?|berapa lama proses sop user acceptance test?|apakah sop user acceptance test bisa diajukan online?|dimana layanan sop user acceptance test dilakukan?|berapa biaya untuk sop user acceptance test?|bagaimana alur lengkap sop user acceptance test dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop user acceptance test?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nUser Acceptance Test (UAT) merupakan proses pengujian yang dilakukan oleh pengguna untuk mengetahui apakah sistem telah sesuai dengan kebutuhan pengguna. Ruang lingkup dari kegiatan ini adalah serangkaian pengujian dengan metode Black-Box Testing yang dilakukan oleh pengguna.\n\n🎯 Tujuan\nMemberi panduan teknis tahapan UAT; dan Memastikan bahwa sistem telah sesuai dengan kebutuhan pengguna.\n\n👥 Pihak yang Terlibat\n1. PD;\n2. Tim Pengembang;\n3. Calon Pengguna; dan\n4. Dinas Komunikasi dan Informatika.\n\n📎 Dokumen Pendamping\na. Surat Permohonan;\nb. Surat Tugas;\nc. Dokumen cakupan pekerjaan;\nd. Berita Acara UAT; dan\ne. Laporan UAT.\n\n📋 Tahap Pelaksanaan\n1. Tim Pengembang mengajukan permohonan pelaksanaan UAT kepada PD;\n2. PD menunjuk personil Calon Pengguna yang akan melakukan UAT;\n3. Calon Pengguna melakukan UAT dengan metode Black-Box Testing;\n4. Jika sistem telah sesuai kebutuhan pengguna dan scope/cakupan sistem telah sesuai dengan kesepakatan awal, maka dibuat Berita Acara;\n5. PD membuat laporan pelaksanaan UAT dan mengirim tembusan laporan pelaksanaan UAT kepada Dinas Komunikasi dan Informatika; dan\n6. Dinas Komunikasi dan Informatika menyimpan laporan pelaksanaan UAT.""}"
sop_rilis_aplikasi_berbasis_web_pemilihan_nama_subdomain,apa itu sop rilis aplikasi berbasis web pemilihan nama subdomain?|bagaimana prosedur sop rilis aplikasi berbasis web pemilihan nama subdomain?|apa syarat untuk sop rilis aplikasi berbasis web pemilihan nama subdomain?|dokumen apa yang dibutuhkan untuk sop rilis aplikasi berbasis web pemilihan nama subdomain?|berapa lama proses sop rilis aplikasi berbasis web pemilihan nama subdomain?|apakah sop rilis aplikasi berbasis web pemilihan nama subdomain bisa diajukan online?|dimana layanan sop rilis aplikasi berbasis web pemilihan nama subdomain dilakukan?|berapa biaya untuk sop rilis aplikasi berbasis web pemilihan nama subdomain?|bagaimana alur lengkap sop rilis aplikasi berbasis web pemilihan nama subdomain dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop rilis aplikasi berbasis web pemilihan nama subdomain?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nRuang lingkup kegiatan ini meliputi rilis aplikasi berbasis web dan menentukan alamat subdomain.\n\n🎯 Tujuan\nMemberi panduan teknis tahapan rilis aplikasi berbasis web dan pemilihan nama subdomain sehingga sistem dapat dipasang dan digunakan; dan Memastikan kesediaan infrastruktur sesuai spesifikasi kebutuhan sistem.\n\n👥 Pihak yang Terlibat\n1. PD;\n2. Dinas Komunikasi dan Informatika; dan\n3. Tim Pengembang.\n\n📎 Dokumen Pendamping\na. Dokumentasi teknis sistem;\nb. Surat permohonan;\nc. Laporan security assessment dan/atau penetration test;\nd. Subdomain dan hosting/vps; dan\ne. Surat pemberitahuan.\n\n📋 Tahap Pelaksanaan\n1. PD mengirim permohonan instalasi dan usulan nama subdomain kepada Dinas Komunikasi dan Informatika;\n2. Dinas Komunikasi dan Informatika melakukan analisis permohonan;\n3. Dinas Komunikasi dan Informatika melakukan security assessment dan/atau penetration test;\n4. Jika hasil security assessment dan/atau penetration test sistem ditemukan vulnerability/kerentanan, maka Tim Pengembang melakukan perbaikan;\n5. Jika hasil security assessment dan/atau penetration test sistem tidak ditemukan vulnerability/kerentanan, maka Dinas Komunikasi dan Informatika melakukan instalasi sistem;\n6. Dinas Komunikasi dan Informatika mengirim pemberitahuan bahwa instalasi telah dilakukan; dan\n7. PD menerima pemberitahuan instalasi telah dilakukan.""}"
sop_rilis_aplikasi_berbasis_mobile,apa itu sop rilis aplikasi berbasis mobile?|bagaimana prosedur sop rilis aplikasi berbasis mobile?|apa syarat untuk sop rilis aplikasi berbasis mobile?|dokumen apa yang dibutuhkan untuk sop rilis aplikasi berbasis mobile?|berapa lama proses sop rilis aplikasi berbasis mobile?|apakah sop rilis aplikasi berbasis mobile bisa diajukan online?|dimana layanan sop rilis aplikasi berbasis mobile dilakukan?|berapa biaya untuk sop rilis aplikasi berbasis mobile?|bagaimana alur lengkap sop rilis aplikasi berbasis mobile dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop rilis aplikasi berbasis mobile?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nRuang lingkup kegiatan ini meliputi rilis aplikasi berbasis mobile.\n\n🎯 Tujuan\nMemberi panduan teknis tahapan rilis aplikasi berbasis mobile sehingga sistem dapat dipasang dan digunakan; dan Memastikan kesediaan infrastruktur sesuai spesifikasi kebutuhan sistem.\n\n👥 Pihak yang Terlibat\n1. PD;\n2. Dinas Komunikasi dan Informatika;\n3. Tim Penguji/Ulasan Play Store/App Store; dan\n4. Tim Pengembang.\n\n📎 Dokumen Pendamping\na. Dokumentasi teknis sistem;\nb. Surat permohonan;\nc. Surat pemberitahuan kelengkapan asset aplikasi;\nd. File aplikasi dan kelengkapan asset; dan\ne. Surat pemberitahuan.\n\n📋 Tahap Pelaksanaan\n1. PD mengirim permohonan rilis aplikasi berbasis mobile kepada Dinas Komunikasi dan Informatika;\n2. Dinas Komunikasi dan Informatika melakukan analisis permohonan;\n3. Dinas Komunikasi dan Informatika mengirimkan surat pemberitahuan kelengkapan asset aplikasi kepada PD;\n4. PD menyelesaikan kelengkapan asset aplikasi melalui link yang disediakan Dinas Komunikasi dan Informatika pada surat;\n5. Dinas Komunikasi dan Informatika mengupload file aplikasi berupa ekstensi .apk dan/atau .aab beserta asset;\n6. Tim Penguji/Ulasan Play Store/App Store melakukan security assessment dan/atau pemeriksaan kelengkapan asset;\n7. Jika hasil security assessment dan/atau kelengkapan asset ditemukan vulnerability/kerentanan dan/atau asset tidak lengkap, maka Tim Pengembang melakukan perbaikan;\n8. Jika hasil security assessment dan/atau kelengkapan asset tidak ditemukan vulnerability/kerentanan dan/atau aset lengkap, maka aplikasi berhasil rilis dan dapat di temukan di sistem pencarian Play Store dan/atau App Store; dan\n9. Dinas Komunikasi dan Informatika mengirim pemberitahuan bahwa rilis aplikasi telah selesai.""}"
sop_sosialisasi_dan_pelatihan,apa itu sop sosialisasi dan pelatihan?|bagaimana prosedur sop sosialisasi dan pelatihan?|apa syarat untuk sop sosialisasi dan pelatihan?|dokumen apa yang dibutuhkan untuk sop sosialisasi dan pelatihan?|berapa lama proses sop sosialisasi dan pelatihan?|apakah sop sosialisasi dan pelatihan bisa diajukan online?|dimana layanan sop sosialisasi dan pelatihan dilakukan?|berapa biaya untuk sop sosialisasi dan pelatihan?|bagaimana alur lengkap sop sosialisasi dan pelatihan dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop sosialisasi dan pelatihan?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nSetiap sistem dan aplikasi yang dikembangkan atau disusun memerlukan kegiatan sosialisasi dan atau pelatihan dalam menggunakan dan memanfaatkan sistem dan atau aplikasi tersebut. Sosialiasi dan pelatihan ini harus dilaksanakan dengan sebaiknya untuk memastikan pengoperasian dan pemanfaatan yang optimal sesuai dengan tujuan kegiatan pengembangan sistem dan aplikasi. Ruang lingkup dari SOP ini adalah sosialisasi dan pelatihan sistem dan aplikasi yang beroperasi.\n\n🎯 Tujuan\nPanduan dalam melakukan sosialisasi dan pelatihan sistem dan aplikasi yang sedang beroperasi untuk setiap pemangku kepentingan/pihak yang terlibat; Memastikan sistem dan aplikasi dapat digunakan dan dimanfaatkan sesuai panduan pengunaan sistem dan aplikasi yang dikembangkan; dan Memastikan sosialisasi dan pelatihan dilakukan dan diperoleh oleh pemangku kepentingan terkait sistem dan aplikasi yang dikembangkan.\n\n👥 Pihak yang Terlibat\n1. PD pemilik sistem;\n2. Tim Pengembang; dan\n3. Calon Pengguna dan stakeholder terkait\n\n📎 Dokumen Pendamping\na. Surat undangan berisi jadwal dan rundown;\nb. Panduan penggunaan/manual book; dan\nc. Laporan dan Dokumentasi\n\n📋 Tahap Pelaksanaan\n1. PD membuat penjadwalan dan susunan acara (rundown) pelaksanaan sosialisasi dan pelatihan;\n2. PD mengirim undangan untuk Calon Pengguna, stakeholder terkait, dan Tim Pengembang agar hadir pada pelaksanaan sosialisasi dan pelatihan;\n3. PD dan Tim Pengembang melaksanakan sosialisasi dan pelatihan sebagai pelaksana dan narasumber;\n4. Calon Pengguna dan stakeholder terkait mengikuti sosialisasi dan pelatihan sebagai peserta; dan\n5. PD membuat dan menyimpan dokumentasi pelaksanaan sosialisasi dan pelatihan.""}"
sop_verifikasi_dan_validasi_serta_penerbitan_konten,apa itu sop verifikasi dan validasi serta penerbitan konten?|bagaimana prosedur sop verifikasi dan validasi serta penerbitan konten?|apa syarat untuk sop verifikasi dan validasi serta penerbitan konten?|dokumen apa yang dibutuhkan untuk sop verifikasi dan validasi serta penerbitan konten?|berapa lama proses sop verifikasi dan validasi serta penerbitan konten?|apakah sop verifikasi dan validasi serta penerbitan konten bisa diajukan online?|dimana layanan sop verifikasi dan validasi serta penerbitan konten dilakukan?|berapa biaya untuk sop verifikasi dan validasi serta penerbitan konten?|bagaimana alur lengkap sop verifikasi dan validasi serta penerbitan konten dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop verifikasi dan validasi serta penerbitan konten?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nKonten sistem berupa data atau informasi merupakan komponen yang paling penting dari sebuah sistem. Kekuatan utama dari sistem adalah pada data/informasi yang tepat dan sesuai dengan kondisi yang ada, untuk mendapatkan konten yang handal dan dapat dipercaya dibutuhkan proses verifikasi dan validasi. Ruang lingkup dari tahap kegiatan ini adalah pengelolaan konten data/informasi, dimulai dari pengumpulan, verifikasi, validasi, penerbitan, dan pelaporan.\n\n🎯 Tujuan\nPanduan dalam melakukan verifikasi dan validasi serta penerbitan konten; dan Memastikan data atau informasi yang akan di proses/terbitkan sesuai kondisi yang ada.\n\n👥 Pihak yang Terlibat\n1. PD pemilik sistem; dan\n2. Tim pengelola sistem.\n\n📎 Dokumen Pendamping\na. SK Tim Pengelola Sistem; dan\nb. Dokumentasi dan/atau Laporan pengelolaan konten.\n\n📋 Tahap Pelaksanaan\n1. PD membuat dan menerbitkan surat keputusan pembentukan tim pengelola sistem;\n2. Tim pengelola sistem yang mempunyai peran mengumpulkan (collecting) data/informasi, melakukan pengumpulan data/informasi dari produsen;\n3. Tim pengelola sistem yang mempunyai peran memverifikasi dan/atau memvalidasi data/informasi, melakukan verifikasi dan/atau validasi data/informasi, jika hasil verifikasi dan/atau validasi telah sesuai maka dapat dilanjut ke proses pengunggahan/penerbitan;\n4. Tim pengelola sistem yang mempunyai peran mengunggah/menerbitkan data/informasi, melakukan pengunggahan/penerbitan data/informasi pada sistem; dan\n5. Tim pengelola sistem membuat dokumentasi dan/atau laporan terkait proses pengelolaan konten.""}"
sop_evaluasi_sistem,apa itu sop evaluasi sistem?|bagaimana prosedur sop evaluasi sistem?|apa syarat untuk sop evaluasi sistem?|dokumen apa yang dibutuhkan untuk sop evaluasi sistem?|berapa lama proses sop evaluasi sistem?|apakah sop evaluasi sistem bisa diajukan online?|dimana layanan sop evaluasi sistem dilakukan?|berapa biaya untuk sop evaluasi sistem?|bagaimana alur lengkap sop evaluasi sistem dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop evaluasi sistem?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nSalah satu aspek penting dalam keberlangsungan sebuah sistem adalah dilakukannya evaluasi apakah suatu sistem telah mampu menjawab kebutuhan instansi atau tidak. Ruang lingkup dari SOP ini adalah evaluasi sistem terhadap kualitas isi informasi, fungsional, operasional, maupun efektifitas sistem.\n\n🎯 Tujuan\nSebagai panduan teknis dalam melakukan evaluasi sistem; Menjamin kualitas informasi, ketersediaan fitur dan fungsionalitas, maupun efektifitas sistem dapat terjaga dengan baik; dan Sebagai kontrol terhadap operasional sebuah sistem.\n\n👥 Pihak yang Terlibat\n1. Dinas Komunikasi dan Informatika atau PD Pemilik Sistem\n\n📎 Dokumen Pendamping\na. Penjadwalan pelaksanaan evaluasi sistem;\nb. Data dan informasi terkait sistem; dan\nc. Laporan evaluasi.\n\n📋 Tahap Pelaksanaan\n1. Kepala Dinas Komunikasi dan Informatika atau Kepala PD Pemilik Sistem memberikan instruksi jajarannya yang terkait untuk melakukan evaluasi sistem sesuai penjadwalan pelaksanaan evaluasi;\n2. Manajer/Pengendali pengelolaan sistem mengkoordinasikan pelaksanaan evaluasi kepada personil pelaksana, pengguna sistem, ataupun stakeholder terkait.\n3. Melaksanakan evaluasi sistem dengan memperhatikan data dan informasi terkait sistem, baik yang bersifat teknis maupun non teknis; dan\n4. Membuat laporan dan kesimpulan hasil evaluasi.""}"
sop_perawatan_dan_perbaikan,apa itu sop perawatan dan perbaikan?|bagaimana prosedur sop perawatan dan perbaikan?|apa syarat untuk sop perawatan dan perbaikan?|dokumen apa yang dibutuhkan untuk sop perawatan dan perbaikan?|berapa lama proses sop perawatan dan perbaikan?|apakah sop perawatan dan perbaikan bisa diajukan online?|dimana layanan sop perawatan dan perbaikan dilakukan?|berapa biaya untuk sop perawatan dan perbaikan?|bagaimana alur lengkap sop perawatan dan perbaikan dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop perawatan dan perbaikan?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nSetiap sistem membutuhkan sebuah perawatan dan perbaikan selama sistem beroperasi. Perbaikan dan perawatan ini haru dilaksanakan dengan sebaiknya untuk tetap menjaga kehandalan, performa dan keamanan sistem. Ruang lingkup dari SOP ini adalah perawatan dan perbaikan sistem yang sedang beroperasi yang tidak bersifat gawat atau darurat.\n\n🎯 Tujuan\nPanduan dalam melakukan perawatan dan perbaikan sistem yang sedang beroperasi; Memastikan sistem dapat dirawat dan diperbaiki oleh pengembang sistem; dan Memastikan saat perawatan dan perbaikan sistem tidak mengganggu sistem yang lainnya.\n\n👥 Pihak yang Terlibat\n1. Dinas Komunikasi dan Informatika;\n2. PD pemilik system; dan\n3. Tim Pengembang.\n\n📎 Dokumen Pendamping\na. Rincian cakupan perawatan dan perbaikan;\nb. Surat permintaan;\nc. Form RFC;\nd. Akses sistem; dan\ne. Laporan dan Dokumentasi teknis.\n\n📋 Tahap Pelaksanaan\n1. PD pemilik sistem mengajukan surat permintaan perawatan dan perbaikan sistem kepada Dinas Komunikasi dan Informatika, dengan melampirkan informasi rincian scope/cakupan perawatan dan perbaikan yang akan dilakukan termasuk jika terdapat perubahan struktur basis data;\n2. Dinas Komunikasi dan Informatika menganalisis risiko dan ketergantungan sistem;\n3. Dinas Komunikasi dan Informatika memberikan akses kepada PD;\n4. PD mendapatkan konfirmasi dari Dinas Komunikasi dan Informatika untuk melakukan perawatan dan perbaikan sistem baik secara on site maupun remote;\n5. PD dan/atau pengembang sistem melakukan perawatan dan perbaikan sistem;\n6. PD dan/atau pengembang sistem membuat laporan dan dokumentasi teknis saat perawatan dan perbaikan telah selesai dilaksanakan, dan mengirim tembusan kepada Dinas Komunikasi dan Informatika; dan\n7. Dinas Komunikasi dan Informatika menyimpan seluruh dokumen ke sistem repositori laporan dengan status terbatas.""}"
sop_penghentian_sistem_berdasarkan_usulan_permintaan,apa itu sop penghentian sistem berdasarkan usulan permintaan?|bagaimana prosedur sop penghentian sistem berdasarkan usulan permintaan?|apa syarat untuk sop penghentian sistem berdasarkan usulan permintaan?|dokumen apa yang dibutuhkan untuk sop penghentian sistem berdasarkan usulan permintaan?|berapa lama proses sop penghentian sistem berdasarkan usulan permintaan?|apakah sop penghentian sistem berdasarkan usulan permintaan bisa diajukan online?|dimana layanan sop penghentian sistem berdasarkan usulan permintaan dilakukan?|berapa biaya untuk sop penghentian sistem berdasarkan usulan permintaan?|bagaimana alur lengkap sop penghentian sistem berdasarkan usulan permintaan dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop penghentian sistem berdasarkan usulan permintaan?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nSistem yang beroperasi ada kalanya harus dihentikan karena beberapa alasan yang ada, seperti: sistem telah diambil alih dan digabungkan ke sistem baru, sistem sudah tidak bisa menampung data, sistem sudah tidak aman, dan lain-lain. Penghentian ini sangat penting karena untuk memastikan bahwa sistem yang sudah tidak digunakan telah mati dan mengurangi risiko terjadinya pemanfaatan oleh pihak yang tidak berwenang. Ruang lingkup dari SOP ini adalah melakukan penghentian operasi dari sistem yang dikelola di Pusat Data Dinas Komunikasi dan Informatika dan telah dinyatakan tidak digunakan lagi.\n\n🎯 Tujuan\nPanduan dalam melakukan penghentian sistem yang sudah tidak digunakan; Memastikan sistem yang tidak digunakan lagi dalam posisi mati; dan Memastikan proses mematikan sistem tidak mengganggu sistem yang masih beroperasi.\n\n👥 Pihak yang Terlibat\n1. Dinas Komunikasi dan Informatika; dan\n2. PD pemilik sistem\n\n📎 Dokumen Pendamping\na. Surat permintaan penghentian sistem;\nb. Arsip pencadangan kode sumber dan basis data;\nc. Laporan penghentian sistem; dan\nd. Surat penghentian sistem.\n\n📋 Tahap Pelaksanaan\n1. PD pemilik sistem mengirim dokumen/surat permintaan penghentian sistem kepada Dinas Komunikasi dan Informatika;\n2. Dinas Komunikasi dan Informatika menganalisis pengaruh penghentian sistem terhadap sistem lainnya;\n3. Dinas Komunikasi dan Informatika melakukan pencadangan/backup sistem;\n4. Dinas Komunikasi dan Informatika melakukan penghentian sistem;\n5. Dinas Komunikasi dan Informatika membuat dan menyimpan laporan penghentian sistem; dan\n6. Dinas Komunikasi dan Informatika memberikan pemberitahuan kepada PD bahwa sistem telah dimatikan.""}"
sop_penghentian_sistem_berdasarkan_evaluasi,apa itu sop penghentian sistem berdasarkan evaluasi?|bagaimana prosedur sop penghentian sistem berdasarkan evaluasi?|apa syarat untuk sop penghentian sistem berdasarkan evaluasi?|dokumen apa yang dibutuhkan untuk sop penghentian sistem berdasarkan evaluasi?|berapa lama proses sop penghentian sistem berdasarkan evaluasi?|apakah sop penghentian sistem berdasarkan evaluasi bisa diajukan online?|dimana layanan sop penghentian sistem berdasarkan evaluasi dilakukan?|berapa biaya untuk sop penghentian sistem berdasarkan evaluasi?|bagaimana alur lengkap sop penghentian sistem berdasarkan evaluasi dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop penghentian sistem berdasarkan evaluasi?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nRuang lingkup dari SOP ini adalah melakukan penghentian operasi dari sistem yang dikelola di Pusat Data Dinas Komunikasi dan Informatika dan berdasarkan hasil evaluasi bahwa sistem tidak digunakan lagi, atau tidak aktif lagi dari sisi operasional pengelolaan konten, atau pertimbangan lain sehingga diperlukan penghentian sistem.\n\n🎯 Tujuan\nPanduan dalam melakukan penghentian sistem yang sudah tidak digunakan; Memastikan sistem yang tidak digunakan lagi dalam posisi mati; dan Memastikan proses mematikan sistem tidak mengganggu sistem yang masih beroperasi.\n\n👥 Pihak yang Terlibat\n1. Dinas Komunikasi dan Informatika; dan\n2. PD pemilik sistem.\n\n📎 Dokumen Pendamping\na. Dokumen hasil evaluasi;\nb. Instruksi Kepala Diskominfo;\nc. Arsip pencadangan kode sumber dan basis data;\nd. Laporan penghentian sistem; dan\ne. Surat penghentian sistem.\n\n📋 Tahap Pelaksanaan\n1. Berdasarkan hasil evaluasi, Kepala Dinas Komunikasi dan Informatika memberikan instruksi pada jajarannya yang terkait, untuk melakukan penghentian sistem;\n2. Dinas Komunikasi dan Informatika menganalisis pengaruh penghentian sistem terhadap sistem lainnya;\n3. Dinas Komunikasi dan Informatika melakukan pencadangan/backup sistem;\n4. Dinas Komunikasi dan Informatika melakukan penghentian sistem;\n5. Dinas Komunikasi dan Informatika membuat dan menyimpan laporan penghentian sistem; dan\n6. Dinas Komunikasi dan Informatika memberikan pemberitahuan kepada PD bahwa sistem telah dimatikan""}"
sop_instalasi_jaringan_interkoneksi_jipd,apa itu sop instalasi jaringan interkoneksi JIPD?|bagaimana prosedur sop instalasi jaringan interkoneksi JIPD?|apa syarat untuk sop instalasi jaringan interkoneksi JIPD?|dokumen apa yang dibutuhkan untuk sop instalasi jaringan interkoneksi JIPD?|berapa lama proses sop instalasi jaringan interkoneksi JIPD?|apakah sop instalasi jaringan interkoneksi JIPD bisa diajukan online?|dimana layanan sop instalasi jaringan interkoneksi JIPD dilakukan?|berapa biaya untuk sop instalasi jaringan interkoneksi JIPD?|bagaimana alur lengkap sop instalasi jaringan interkoneksi JIPD dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop instalasi jaringan interkoneksi JIPD?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nRuang lingkup dari kegiatan instalasi jaringan intra pemerintah daerah adalah pembuatan jaringan internet, metro ethernet (leased line), dan jaringan antar kabupaten/kota.\n\n🎯 Tujuan\nPedoman dalam melakukan instalasi jaringan interkoneksi JIPD Kabupaten Tegal dengan JIP IPPD lain.\n\n👥 Pihak yang Terlibat\n1. Kepala OPD yang membidangi Teknologi Informasi dan Komunikasi (TIK) Kab.Tegal sebagai pemohon atau termohon.\n2. Pimpinan Unit Kerja IPPD lain yang membidangi Teknologi Informasi dan Komunikasi (TIK) sebagai pemohon atau termohon.\n3. Penanggung jawab JIPD.\n4. Penanggung jawab IPPD lain.\n5. Penyedia layanan infrastruktur jaringan.\n\n📎 Dokumen Pendamping\na. Surat pemberitahuan atau permohonan.\nb. Berita acara pemasangan.\n\n📋 Tahap Pelaksanaan\n1. Pemohon mengirimkan permohonan atau pemberitahuan perihal rencana pembangunan interkoneksi JIPD kepada pihak termohon.\n2. Jika kedua belah pihak sepakat untuk dilakukan pembangunan interkoneksi, maka penanggung jawab JIPD Kabupaten Tegal berkoordinasi dengan IPPD yang bekerja sama perihal rencana instalasi maupun konfigurasi interkoneksi JIPD.\n3. Penyedia layanan infrastruktur melakukan instalasi dan konfigurasi perangkat interkoneksi.\n4. Petugas JIPD Kabupaten Tegal melakukan konfigurasi jaringan interkoneksi JIPD Kabupaten Tegal.\n5. Penanggung jawab JIPD Kabupaten Tegal membuat berita acara pembangunan jaringan interkoneksi JIPD Kabupaten Tegal.\n6. Penanggung jawab JIPD Kabupaten Tegal dan/atau penanggung jawab JIP yang bekerja sama menandatangani berita acara pembangunan jaringan interkoneksi JIPD Kabupaten Tegal.""}"
sop_monitoring_jaringan_interkoneksi,apa itu sop monitoring jaringan interkoneksi?|bagaimana prosedur sop monitoring jaringan interkoneksi?|apa syarat untuk sop monitoring jaringan interkoneksi?|dokumen apa yang dibutuhkan untuk sop monitoring jaringan interkoneksi?|berapa lama proses sop monitoring jaringan interkoneksi?|apakah sop monitoring jaringan interkoneksi bisa diajukan online?|dimana layanan sop monitoring jaringan interkoneksi dilakukan?|berapa biaya untuk sop monitoring jaringan interkoneksi?|bagaimana alur lengkap sop monitoring jaringan interkoneksi dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop monitoring jaringan interkoneksi?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nRuang lingkup dari kegiatan monitoring jaringan intra pemerintah daerah adalah monitoring jaringan internet, metro ethernet (leased line), dan jaringan antar kabupaten/kota.\n\n🎯 Tujuan\nPedoman dalam melakukan monitoring jaringan intra pemerintah daerah, meliputi monitoring jaringan internet, metro ethernet (leased line), dan jaringan antar kabupaten/kota.\n\n👥 Pihak yang Terlibat\n1. Pejabat yang membidangi pengelolaan infrastruktur jaringan TIK dan/atau pegawai yang ditunjuk sebagai Person In Charge (PIC).\n\n📎 Dokumen Pendamping\na. Laporan hasil monitoring.\n\n📋 Tahap Pelaksanaan\n1. PIC melakukan pemantauan berkala pada grafik MRTG yang disediakan penyedia layanan jaringan serta konektivitas jaringan pada Organisasi Perangkat Daerah.\n2. PIC melakukan koordinasi teknis dan/atau membuat tiket aduan kepada penyedia layanan jaringan jika koneksi jaringan mengalami gangguan.\n3. Penyedia layanan jaringan membuat penjelasan perihal terjadinya gangguan koneksi jaringan yang berisi penyebab gangguan serta estimasi waktu penanganan secara resmi.\n4. PIC melakukan kalkulasi SLA setelah gangguan jaringan berhasil ditangani dan berfungsi normal kembali.\n5. PIC membuat laporan hasil monitoring.""}"
sop_penghentian_jaringan_interkoneksi_jipd,apa itu sop penghentian jaringan interkoneksi JIPD?|bagaimana prosedur sop penghentian jaringan interkoneksi JIPD?|apa syarat untuk sop penghentian jaringan interkoneksi JIPD?|dokumen apa yang dibutuhkan untuk sop penghentian jaringan interkoneksi JIPD?|berapa lama proses sop penghentian jaringan interkoneksi JIPD?|apakah sop penghentian jaringan interkoneksi JIPD bisa diajukan online?|dimana layanan sop penghentian jaringan interkoneksi JIPD dilakukan?|berapa biaya untuk sop penghentian jaringan interkoneksi JIPD?|bagaimana alur lengkap sop penghentian jaringan interkoneksi JIPD dari awal sampai selesai?|siapa yang bisa membantu jika ada kendala sop penghentian jaringan interkoneksi JIPD?,kb,false,"{""type"": ""text"", ""body"": ""📌 Ruang Lingkup\nRuang lingkup dari kegiatan penghentian jaringan interkoneksi JIPD berupa penghentian layanan jaringan internet, metro ethernet (leased line), dan jaringan antar kabupaten/kota serta pelepasan perangkat fisik penyedia layanan jaringan.\n\n🎯 Tujuan\nPedoman dalam melakukan penghentian jaringan interkoneksi JIPD di lingkungan Pemerintah Kabupaten Tegal.\n\n👥 Pihak yang Terlibat\n1. Kepala OPD yang membidangi Teknologi Informasi dan Komunikasi (TIK) dan/atau yang ditunjuk sebagai Person In Charge (PIC).\n2. Penyedia layanan jaringan.\n\n📎 Dokumen Pendamping\na. Surat pemberitahuan penghentian.\nb. Berita acara penghentian layanan interkoneksi JIPD.\n\n📋 Tahap Pelaksanaan\n1. Penyedia layanan yang akan menghentikan layanan jaringan memberitahukan jadwal penghentian dan pelepasan perangkat.\n2. PIC melakukan penyesuaian konfigurasi perangkat jaringan pada Organisasi Perangkat Daerah untuk memutus koneksi ke penyedia layanan.\n3. Penyedia layanan jaringan melakukan pemutusan jaringan secara logikal (sistem/non-fisik).\n4. Penyedia layanan jaringan melakukan pelepasan perangkat fisik didampingi oleh PIC.\n5. PIC membuat berita acara hasil penghentian jaringan.""}"
